household_email	appliance_number	manufacturer_name	model	refrigerator_type
ccraghead@stanredtax.com	2	Surjubackar International	Remunimax	bottom freezer
akeneipp@green-plus.com	2	Surjubackar International	Rerobentor	upright freezer
rjeanty@streethex.com	2	Surquestilistor  Corp.		french door
jloader@hottechi.com	2	Surquestilistor  Corp.	Endwerpedgax	french door
mmanno@fasehatice.com	2	Surquestilistor  Corp.	Rekilicin	top freezer
jahle@sonron.com	2	Surquestilistor  Corp.	Trukilegistor	chest freezer
shoffis@ontomedia.com	2	Surquestilistor  Corp.	Uncadar	bottom freezer
lbruschke@zoomit.com	2	Surquestilistor  Corp.	Upsapewan	top freezer
ezepp@opentech.com	2	Sursipewentor		bottom freezer
lsimilton@yearin.com	2	Sursipewentor		side-by-side
dklusman@lexiqvolax.com	2	Sursipewentor		top freezer
cnievas@blackzim.com	2	Sursipewentor	Endfropamentor	chest freezer
cfrey@faxquote.com	2	Sursipewentor	Klipickollax	bottom freezer
vtawil@doncon.com	2	Sursipewentor	Reglibicator	chest freezer
rkalafatis@ron-tech.com	2	Sursipewentor	Tipjubexantor	french door
kvenere@scottech.com	2	Sursipewentor	Varcadistor	side-by-side
vherritt@warephase.com	2	Thrududover Direct Company		upright freezer
achavous@finjob.com	2	Thrududover Direct Company	Gronipicistor	side-by-side
keanes@blackzim.com	2	Thrujubepazz International Company	Doppebantor	side-by-side
epugh@hottechi.com	2	Thrujubepazz International Company	Emquestollantor	chest freezer
cchui@gogozoom.com	2	Thrujubepazz International Company	Surtinefor	chest freezer
brhoden@singletechno.com	2	Thrujubepazz International Company	Tuphupackazz	french door
mbrachle@warephase.com	2	Thrujubepazz International Company	Unquestupan	side-by-side
dmoyd@plusstrip.com	2	Thrujubepazz International Company	Unwerplar	french door
anachor@zathunicon.com	2	Thrupickadicator WorldWide	Supdimantor	bottom freezer
ypelkowski@plussunin.com	2	Thrupickadicator WorldWide	Suppebistor	side-by-side
wbayless@betasoloin.com	2	Thrupickadicator WorldWide	Surtinefor	bottom freezer
cbrucato@betasoloin.com	2	Thrupickadicator WorldWide	Tupvenonin	bottom freezer
mcraghead@betasoloin.com	2	Thrupickadicator WorldWide	Unquestupan	chest freezer
joles@betasoloin.com	2	Thrupickadicator WorldWide	Zeerobex	chest freezer
bbarfield@blackzim.com	2	Thruquestistor Holdings Inc		side-by-side
lfeichtner@xx-holding.com	2	Thruquestistor Holdings Inc	Cipvenopex	top freezer
bpalaspas@conecom.com	2	Thruquestistor Holdings Inc	Endjubicover	top freezer
emccullan@treequote.com	2	Thruquestistor Holdings Inc	Varpickentor	upright freezer
awolny@iselectrics.com	2	Thruquestistor Holdings Inc	Zeefropexar	chest freezer
varceo@bioplex.com	2	Thruquestistor Holdings Inc	Zeerobex	top freezer
cvizarro@scotfind.com	2	Thrusapentor WorldWide	Bareredgover	french door
demard@singletechno.com	2	Thrusapentor WorldWide	Supsipamicator	french door
gkeener@conecom.com	2	Thrusapentor WorldWide	Surhupin	upright freezer
edorshorst@nam-zim.com	2	Thrusapentor WorldWide	Tuphupinor	french door
chidvegi@lexiqvolax.com	2	Thrusapentor WorldWide	Zeewerpegazz	chest freezer
tcandlish@goodsilron.com	2	Thrusipupistor Direct		chest freezer
tengelberg@lexiqvolax.com	2	Thrusipupistor Direct		chest freezer
mmugnolo@sonron.com	2	Thrusipupistor Direct	Klipickollax	upright freezer
cpoquette@zotware.com	2	Thrusipupistor Direct	Qwifropepicator	upright freezer
emaclead@sumace.com	2	Thrusipupistor Direct	Rekilicin	french door
fcantres@doncon.com	2	Thrusipupistor Direct	Suptanover	chest freezer
yasar@zoomit.com	2	Thrusipupistor Direct	Undimican	upright freezer
emontezuma@streethex.com	2	Thruvenommazz  Group		upright freezer
kfarrow@kinnamplus.com	2	Thruvenommazz  Group	Adwerover	side-by-side
jhiatt@kan-code.com	2	Thruvenommazz  Group	Monjubor	french door
sfrankel@konmatfix.com	2	Thruvenommazz  Group	Remunimax	side-by-side
aperez@cancity.com	2	Thruvenommazz  Group	Supsipamicator	upright freezer
cfrancescon@hottechi.com	2	Thruvenommazz  Group	Winquestollax	french door
cfillingim@cancity.com	2	Tipbanan International	Frotanover	upright freezer
bsahagun@hatfan.com	2	Tipbanan International	Gronipicistor	french door
gloader@rangreen.com	2	Tipfropaquin Holdings Company		upright freezer
pcaldarera@toughzap.com	2	Tipfropaquin Holdings Company	Dopdimover	chest freezer
mfigeroa@konex.com	2	Tipfropaquin Holdings Company	Emfropexex	bottom freezer
ckannady@plussunin.com	2	Tipfropaquin Holdings Company	Parpebicator	upright freezer
rschemmer@silis.com	2	Tipfropaquin Holdings Company	Surhupin	top freezer
jventura@condax.com	2	Tipfropaquin Holdings Company	Trutumplex	side-by-side
gmugnolo@dontechi.com	2	Tipfropaquin Holdings Company	Tupvenonin	upright freezer
freiber@opentech.com	2	Tipfropaquin Holdings Company	Uphupicator	top freezer
jgotter@warephase.com	2	Tipjubepover	Varhupamex	chest freezer
jloder@sunnamplex.com	2	Tippebex International	Undimican	top freezer
ajurney@cancity.com	2	Tippebex International	Zeepebazz	french door
lbeech@zoomit.com	2	Tiprobex		bottom freezer
amunis@blackzim.com	2	Tiprobex	Emvenicator	top freezer
abourbon@donquadtech.com	2	Tiprobex	Grobanor	side-by-side
owolfgramm@donware.com	2	Tiprobex	Qwitumadantor	bottom freezer
dsyrop@isdom.com	2	Tiprobex	Trunipplazz	top freezer
gnayar@streethex.com	2	Tiprobex	Unbanomman	upright freezer
dlary@donware.com	2	Tipsapazz		side-by-side
qcorrington@stanredtax.com	2	Tipsapazz	Emvenicator	upright freezer
vshadrick@nam-zim.com	2	Tipsapazz	Inkilentor	chest freezer
mparlato@zumgoity.com	2	Tipsapazz	Partumilax	french door
lbookamer@opentech.com	2	Tipsapazz	Recadicentor	top freezer
dwenner@ron-tech.com	2	Tipsapazz	Varcadistor	top freezer
mkampa@betasoloin.com	2	Tipsapazz	Wintinan	top freezer
fmonarrez@inity.com	2	Tipsapazz	Zeerobimar	upright freezer
sisaacs@gogozoom.com	2	Tipsapopex WorldWide		chest freezer
pheimann@fasehatice.com	2	Tipsapopex WorldWide		upright freezer
kdorshorst@rangreen.com	2	Tipsapopex WorldWide	Bareredgover	french door
erestrepo@donquadtech.com	2	Tipsapopex WorldWide	Klisapewan	upright freezer
ahalter@sunnamplex.com	2	Tipsapopex WorldWide	Lompickex	side-by-side
rdilliard@sonron.com	2	Tipsapopex WorldWide	Winwerpefan	upright freezer
spagliuca@donware.com	2	Tiptinar  Inc	Lomsipamower	top freezer
kmastella@opentech.com	2	Tiptinar  Inc	Lomtinicator	chest freezer
jsyrop@ontomedia.com	2	Tiptinar  Inc	Supdimantor	top freezer
sdarakjy@goodsilron.com	2	Tiptinar  Inc	Supdimazz	top freezer
mmulqueen@hottechi.com	2	Tiptinar  Inc	Uphupicator	bottom freezer
sfredicks@dalttechnology.com	2	Tiptumin  Company	Haphupentor	top freezer
tnabours@gogozoom.com	2	Tiptumin  Company	Trunipin	side-by-side
lbenimadho@gogozoom.com	2	Tiptumin  Company	Winsapupover	french door
mlorens@plexzap.com	2	Tipwerimentor Holdings		side-by-side
dleto@dontechi.com	2	Tipwerimentor Holdings	Doptinan	french door
hcartan@year-job.com	2	Tipwerimentor Holdings	Groglibax	upright freezer
cmccullan@dalttechnology.com	2	Tipwerimentor Holdings	Inkilentor	upright freezer
dpugh@finhigh.com	2	Tipwerimentor Holdings	Klisipar	chest freezer
dkippley@opentech.com	2	Tipwerimentor Holdings	Uncadar	bottom freezer
lacey@zumgoity.com	2	Tipwerimentor Holdings	Varhupamex	top freezer
beanes@nam-zim.com	2	Tipwerimentor Holdings	Winwerpefan	chest freezer
eharoldson@groovestreet.com	2	Tipwerimentor Holdings	Zeehupex	top freezer
wvanausdal@treequote.com	2	Truglibazz Direct		bottom freezer
tmclaird@golddex.com	2	Truglibazz Direct		side-by-side
khagele@betasoloin.com	2	Truglibazz Direct	Grosapor	top freezer
akeneipp@codehow.com	2	Truglibazz Direct	Qwinipefover	french door
baredondo@singletechno.com	2	Truhupor Direct		french door
lbreland@ganjaflex.com	2	Truhupor Direct	Adpickedgentor	top freezer
dwrinkles@mathtouch.com	2	Truhupor Direct	Endwerpedgax	chest freezer
sstuer@conecom.com	2	Trujubax  Corp.		french door
alacovara@zumgoity.com	2	Trujubax  Corp.		top freezer
lreiber@ron-tech.com	2	Trujubax  Corp.	Dopbanplover	chest freezer
csuell@doncon.com	2	Trujubax  Corp.	Grotumommover	upright freezer
vwildfong@dalttechnology.com	2	Trujubax  Corp.	Qwiweran	upright freezer
jraymo@donware.com	2	Trujubax  Corp.	Tupvenicator	side-by-side
sbennick@ron-tech.com	2	Trupebeficator Direct Company		french door
wennaco@conecom.com	2	Trupebeficator Direct Company	Emvenicator	chest freezer
ghanafan@iselectrics.com	2	Trupebeficator Direct Company	Endfropamentor	chest freezer
rschmaltz@conecom.com	2	Trurobax Direct Company		top freezer
ariopelle@inity.com	2	Trurobax Direct Company	Frohupover	side-by-side
ccronauer@fasehatice.com	2	Trurobax Direct Company	Raprobicator	french door
scousey@openlane.com	2	Trurobax Direct Company	Supwerpin	upright freezer
cloader@konex.com	2	Trurobax Direct Company	Surpickantor	french door
tharabedian@doncon.com	2	Trurobax Direct Company	Unwerplar	french door
hboord@y-corporation.com	2	Truvenopantor	Cipvenopex	upright freezer
afishburne@sonron.com	2	Truvenopantor	Cipzapplistor	side-by-side
sthyberg@silis.com	2	Truvenopantor	Lomtanan	french door
qhoneywell@rundofase.com	2	Truvenopantor	Lomtinicator	french door
jblunk@toughzap.com	2	Truvenopantor	Trutumplex	bottom freezer
crauser@hottechi.com	2	Truzapazz Direct		side-by-side
rdemesa@doncon.com	2	Truzapazz Direct	Emwerover	side-by-side
jmeisel@hatfan.com	2	Truzapazz Direct	Tupvenicator	french door
vbrucato@goodsilron.com	2	Tupcadover WorldWide Corp.	Doperimax	side-by-side
bgato@gogozoom.com	2	Tupcadover WorldWide Corp.	Tipquestover	side-by-side
mmallett@plexzap.com	2	Tupdudar Direct	Unjubupistor	french door
jpalaspas@hatfan.com	2	Tupdudar Direct	Winwerpefan	side-by-side
abookamer@zumgoity.com	2	Tupdudar Direct	Zeepebazz	chest freezer
lseewald@iselectrics.com	2	Tuperepan WorldWide		bottom freezer
rupthegrove@openlane.com	2	Tuperepan WorldWide		bottom freezer
adilliard@zumgoity.com	2	Tuperepan WorldWide		top freezer
fkolmetz@blackzim.com	2	Tuperepan WorldWide	Cipzapplistor	bottom freezer
hbrossart@kinnamplus.com	2	Tuperepan WorldWide	Doperimax	side-by-side
dhollack@betatech.com	2	Tuperepan WorldWide	Emquestollantor	side-by-side
camyot@plussunin.com	2	Tuperepan WorldWide	Incadedgar	bottom freezer
kmulqueen@zathunicon.com	2	Tuperepan WorldWide	Rapdudollistor	bottom freezer
carias@iselectrics.com	2	Tuperepan WorldWide	Varcadistor	bottom freezer
tmallett@cancity.com	2	Tuperepan WorldWide	Winquestollax	french door
tfeichtner@golddex.com	2	Tupericover Holdings	Monmunedgover	side-by-side
elother@year-job.com	2	Tupericover Holdings	Vardudantor	french door
vonofrio@hottechi.com	2	Tupfropazz Holdings Corp.		bottom freezer
anestle@konex.com	2	Tupfropazz Holdings Corp.	Emfropexex	top freezer
bweight@betasoloin.com	2	Tupfropazz Holdings Corp.	Grovenan	chest freezer
lsaras@donquadtech.com	2	Tupfropazz Holdings Corp.	Inkilentor	chest freezer
ccorbley@conecom.com	2	Tupfropazz Holdings Corp.	Invenower	chest freezer
aroyster@hottechi.com	2	Tupfropazz Holdings Corp.	Parrobommar	upright freezer
gmartabano@openlane.com	2	Tupfropazz Holdings Corp.	Surpickantor	bottom freezer
lpolidori@xx-zobam.com	2	Tupfropazz Holdings Corp.	Trunipplazz	side-by-side
ngudroe@blackzim.com	2	Tupkilexower Direct	Enddudefin	side-by-side
gbatman@labdrill.com	2	Tupkilexower Direct	Thrufropan	side-by-side
erodeigues@groovestreet.com	2	Tupkilexower Direct	Trukilegistor	bottom freezer
glindall@openlane.com	2	Tupkilexower Direct	Tuphupinor	side-by-side
jchavous@dambase.com	2	Tupkilexower Direct	Winquesticator	side-by-side
aeschberger@ron-tech.com	2	Tupkilexower Direct	Winzapefor	top freezer
tdhamer@stanredtax.com	2	Tupkilplower Direct	Emvenicator	side-by-side
iyori@fasehatice.com	2	Tupkilplower Direct	Emwerover	upright freezer
vkeneipp@dalttechnology.com	2	Tupkilplower Direct	Lomtanan	top freezer
cliukko@hatfan.com	2	Tupkilplower Direct	Monmunedgover	upright freezer
lbennick@konex.com	2	Tupkilplower Direct	Parpebicator	side-by-side
rborgman@betasoloin.com	2	Tupkilplower Direct	Trunipplazz	top freezer
tlinahan@ron-tech.com	2	Tupkilplower Direct	Zeewerpegazz	french door
ngiguere@warephase.com	2	Tuppickin  Corp.		bottom freezer
bdubaldi@year-job.com	2	Tuppickin  Corp.	Enddudefin	bottom freezer
bmcrae@zotware.com	2	Tuppickin  Corp.	Enddudefin	upright freezer
wsarao@donware.com	2	Tuppickin  Corp.	Frobanimor	upright freezer
jbruschke@faxquote.com	2	Tuppickin  Corp.	Surfropax	side-by-side
nriden@ganjaflex.com	2	Tuppickin  Corp.	Tuphupackazz	top freezer
lpolidori@mathtouch.com	2	Tuppickplax Holdings	Barcadaquazz	french door
ngleich@opentech.com	2	Tuppickplax Holdings	Barcadaquazz	side-by-side
hrentfro@iselectrics.com	2	Tuppickplax Holdings	Rapdiman	chest freezer
bpaskin@ron-tech.com	2	Tuppickplax Holdings	Unwerentor	bottom freezer
jmontezuma@dambase.com	2	Tuppickplax Holdings	Winwerpefan	upright freezer
cmaybury@sonron.com	2	Tuppickplax Holdings	Zeefropexar	bottom freezer
cbrossart@finhigh.com	2	Undudower WorldWide		chest freezer
tvonasek@iselectrics.com	2	Undudower WorldWide		chest freezer
aschmaltz@rantouch.com	2	Undudower WorldWide	Gropickedicator	chest freezer
aogg@plusstrip.com	2	Undudower WorldWide	Survenor	top freezer
bfrancescon@treequote.com	2	Undudower WorldWide	Tipfropentor	side-by-side
msweigard@rangreen.com	2	Undudower WorldWide	Trusapupentor	top freezer
jrochin@scottech.com	2	Undudower WorldWide	Winquesticator	top freezer
lchui@zencorporation.com	2	Undudupar  Inc	Hapnipex	chest freezer
tchavous@isdom.com	2	Undudupar  Inc	Resapollan	upright freezer
dcalvaresi@hatfan.com	2	Undudupar  Inc	Supjubamazz	side-by-side
mtomasulo@finhigh.com	2	Unmunexover Holdings	Cipvenopex	bottom freezer
kisaacs@donware.com	2	Unmunexover Holdings	Monmunedgover	french door
swaycott@plexzap.com	2	Unmunexover Holdings	Recadicentor	bottom freezer
adallen@y-corporation.com	2	Unmunexover Holdings	Tipjubexantor	top freezer
gboulter@sumace.com	2	Unmunexover Holdings	Uptanex	upright freezer
binouye@newex.com	2	Unmunexover Holdings	Wintinan	french door
frulapaugh@opentech.com	2	Unpebaquover Holdings	Trutumplex	side-by-side
glueckenbach@openlane.com	2	Unpebaquover Holdings	Tuphupentor	french door
ngillian@rantouch.com	2	Unpebewin Direct Corp.		chest freezer
lasar@sumace.com	2	Unpebewin Direct Corp.	Endfropamentor	french door
pcolla@kinnamplus.com	2	Unpebewin Direct Corp.	Trunipplazz	upright freezer
mcampain@yearin.com	2	Unpickazz WorldWide		bottom freezer
ssengbusch@zoomit.com	2	Unpickazz WorldWide	Supdimantor	french door
lvarriano@plusstrip.com	2	Unpickazz WorldWide	Suptanover	french door
sbartolet@warephase.com	2	Unpickazz WorldWide	Tiptumegicator	upright freezer
kherritt@zoomit.com	2	Unpickazz WorldWide	Vardudantor	top freezer
mbaltimore@gogozoom.com	2	Unrobexower  Corp.	Emvenicator	side-by-side
lmenter@y-corporation.com	2	Unrobexower  Corp.	Lomtinicator	bottom freezer
eiturbide@konmatfix.com	2	Unrobexower  Corp.	Parpebicator	chest freezer
rleto@nam-zim.com	2	Unrobexower  Corp.	Qwitumadantor	side-by-side
dsengbusch@zathunicon.com	2	Unsipexar WorldWide		side-by-side
dgobern@codehow.com	2	Unsipexar WorldWide	Adsapupicator	chest freezer
lnewville@stanredtax.com	2	Unsipexar WorldWide	Dopbanplover	upright freezer
jferrario@faxquote.com	2	Unsipexar WorldWide	Emkilegover	top freezer
drhymes@nam-zim.com	2	Untumicator WorldWide Corp.		side-by-side
etegarden@golddex.com	2	Untumicator WorldWide Corp.		side-by-side
gfeichtner@domzoom.com	2	Untumicator WorldWide Corp.	Dopdimover	upright freezer
agleich@funholding.com	2	Untumicator WorldWide Corp.	Tupvenonin	upright freezer
tmondella@iselectrics.com	2	Unwerpedgower  Inc		french door
gisenhower@domzoom.com	2	Unwerpedgower  Inc	Adkilazz	side-by-side
tflosi@betatech.com	2	Unwerpedgower  Inc	Rapdiman	side-by-side
eschmaltz@golddex.com	2	Unwerpedgower  Inc	Tupwerax	chest freezer
dfeichtner@ron-tech.com	2	Unwerpegicator WorldWide		side-by-side
gpontoriero@sumace.com	2	Unwerpegicator WorldWide		chest freezer
fwenner@mathtouch.com	2	Unwerpegicator WorldWide	Recadex	chest freezer
dsemidey@kan-code.com	2	Upkilicex Holdings Inc	Adkilazz	bottom freezer
tauber@dambase.com	2	Upkilicex Holdings Inc	Adsapupicator	chest freezer
rmeisel@donquadtech.com	2	Upkilicex Holdings Inc	Lomwerador	upright freezer
slueckenbach@singletechno.com	2	Upkilicex Holdings Inc	Trunipin	french door
rostolaza@lexiqvolax.com	2	Upkilicex Holdings Inc	Unjubupistor	french door
cskulski@ron-tech.com	2	Upkilicex Holdings Inc	Varhupamex	french door
gcolaizzo@codehow.com	2	Upkilin  Corp.	Groglibax	top freezer
dtreston@opentech.com	2	Upkilin  Corp.	Lomquestomman	chest freezer
cmorasca@groovestreet.com	2	Upkilin  Corp.	Trunipplazz	chest freezer
wlatzke@hatfan.com	2	Upkilin  Corp.	Tuphupinor	top freezer
gbachman@hottechi.com	2	Upkilin  Corp.	Zeegliban	chest freezer
ljeanty@labdrill.com	2	Upkilin  Corp.	Zeehupadantor	top freezer
dhidvegi@toughzap.com	2	Upnipommower International	Qwifropepicator	side-by-side
tvanheusen@xx-holding.com	2	Upnipommower International	Unglibommicator	french door
lhoneywell@domzoom.com	2	Upnipommower International	Varcadex	side-by-side
ljuvera@ontomedia.com	2	Upnipommower International	Varpickentor	top freezer
mcanlas@ganjaflex.com	2	Upnipommower International	Zeegliban	bottom freezer
lkohl@fasehatice.com	2	Uppebor  Company	Emkilegover	top freezer
jpaulas@rangreen.com	2	Uppebor  Company	Inwerefistor	bottom freezer
groyster@mathtouch.com	2	Uppebor  Company	Tuphupentor	bottom freezer
samyot@doncon.com	2	Uppebor  Company	Winzapefor	side-by-side
ahanafan@zumgoity.com	2	Upquestin Holdings Inc	Endjubicover	bottom freezer
dfelger@betatech.com	2	Upquestin Holdings Inc	Monmunedgover	bottom freezer
skohnert@green-plus.com	2	Upquestin Holdings Inc	Qwipebplistor	chest freezer
vrauser@plusstrip.com	2	Upquestin Holdings Inc	Tuphupentor	chest freezer
slacovara@konmatfix.com	2	Upquestin Holdings Inc	Tupvenicator	chest freezer
chollack@y-corporation.com	2	Upquestin Holdings Inc	Uncadar	upright freezer
bcraghead@streethex.com	2	Upsapexan  Group	Dopmunax	side-by-side
nahle@sonron.com	2	Upsapexan  Group	Klisipar	bottom freezer
mjuvera@konex.com	2	Upsapexan  Group	Tipfropentor	upright freezer
mdubaldi@zencorporation.com	2	Upsapexan  Group	Tupdimower	bottom freezer
ppugh@konmatfix.com	2	Upsapexan  Group	Tupzapinar	top freezer
svenere@rundofase.com	2	Upsipazz Holdings Inc		bottom freezer
luyetake@xx-holding.com	2	Upsipazz Holdings Inc	Dopzapewazz	side-by-side
vmodzelewski@betasoloin.com	2	Upsipazz Holdings Inc	Endfropamentor	upright freezer
gkeener@golddex.com	2	Upsipazz Holdings Inc	Endwerpedgax	upright freezer
achavous@plussunin.com	2	Upsipazz Holdings Inc	Monmunedgover	bottom freezer
hknipp@kinnamplus.com	2	Uptumicator WorldWide		chest freezer
gkarpin@y-corporation.com	2	Uptumicator WorldWide	Hapwerpor	top freezer
hkohnert@betasoloin.com	2	Uptumicator WorldWide	Qwitumadantor	french door
fventura@konmatfix.com	2	Uptumicator WorldWide	Rekilicin	french door
hacuff@streethex.com	2	Varcadewicator		bottom freezer
sestell@hatfan.com	2	Varcadewicator	Dopdimover	upright freezer
jnunlee@statholdings.com	2	Varcadewicator	Raprobicator	chest freezer
kgellinger@openlane.com	2	Varcadewicator	Trunipin	top freezer
joldroyd@j-texon.com	2	Varerax Holdings Corp.	Trunipplazz	upright freezer
