household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave	cooker_id
edevreese@kan-code.com	1	Varfropanax Holdings Corp.	Upbanazz		conventional	0	0	1	895
vadkin@singletechno.com	1	Varfropanax Holdings Corp.	Upmunantor	gas	conventional	0	0	1	896
abayless@scottech.com	1	Varnipantor Holdings	Monwerilantor	electric					897
mmelnyk@zotware.com	1	Varpebewicator Direct	Haptanupantor	electric	conventional	1	0	1	898
hchickering@dontechi.com	1	Varpebewicator Direct	Klitanicator	radiant electric					899
tvarriano@openlane.com	1	Varpebewicator Direct	Rapsipower	induction	convection	1	1	1	900
gkeener@golddex.com	1	Varpebewicator Direct	Upwerpantor	gas					901
cvonasek@funholding.com	1	Varquestentor Direct	Advenover		convection	1	1	0	902
trentfro@warephase.com	1	Varquestentor Direct	Barweramantor		conventional	1	1	0	903
rgarufi@green-plus.com	1	Varquestentor Direct	Frorobistor	electric					904
jkoppinger@zotware.com	1	Varquestentor Direct	Grodiman	radiant electric					905
spatak@stanredtax.com	1	Varquestentor Direct	Groweran		convection	1	1	0	906
jnicolozakes@rangreen.com	1	Varquestentor Direct	Lomrobax	radiant electric	conventional	0	0	1	907
kisenhower@isdom.com	1	Varquestentor Direct	Tipquestistor	induction	convection	0	1	0	908
prodefer@scotfind.com	1	Varwerin International Corp.	Doperan		conventional	1	1	1	909
bcentini@labdrill.com	1	Varwerin International Corp.	Dopvenower	electric	conventional	1	0	0	910
sryser@zoomit.com	1	Varwerin International Corp.	Endcadazz	electric					911
bweight@betasoloin.com	1	Varwerin International Corp.	Infroponar		conventional	1	1	0	912
amoyd@gogozoom.com	1	Varwerin International Corp.	Monroban		conventional	1	0	0	913
dpolidori@streethex.com	1	Varwerin International Corp.	Survenin		conventional	0	1	0	914
fscriven@j-texon.com	1	Varwerin International Corp.	Upsapimor		convection	1	1	1	915
vgwalthney@golddex.com	1	Varwerpewax Holdings	Klitinistor	gas					916
tlatzke@sonron.com	1	Varwerpewax Holdings	Trujubex	radiant electric	conventional	0	1	1	917
shalsey@hottechi.com	1	Winglibower  Company	Advenover		conventional	0	1	1	918
smastella@plusstrip.com	1	Winglibower  Company	Grodiman	gas					919
fkoppinger@donware.com	1	Winglibower  Company	Montinefazz	electric	convection	1	0	0	920
lgillaspie@stanredtax.com	1	Winglibower  Company	Pardimedentor		conventional	1	1	0	921
mlimmel@zencorporation.com	1	Winglibower  Company	Parsipefan	induction					922
lpawlowicz@xx-holding.com	1	Winquestonin Direct Group			convection	0	0	1	923
lklusman@sumace.com	1	Winquestonin Direct Group	Grodiman		conventional	0	0	1	924
gruta@sonron.com	1	Winquestonin Direct Group	Groweran		conventional	0	1	1	925
lbriddick@gogozoom.com	1	Winquestonin Direct Group	Monzapazz	electric					926
ashire@codehow.com	1	Winquestonin Direct Group	Thrusapentor	radiant electric					927
cauber@sonron.com	1	Winquestonin Direct Group	Upmunantor	induction					928
vschoeneck@hottechi.com	1	Winrobonover International	Klitinistor		conventional	1	0	1	929
svillanueva@ganjaflex.com	1	Winrobonover International	Trutumover		convection	1	1	1	930
lfunnell@rundofase.com	1	Winrobupex WorldWide	Groweran	electric	conventional	1	1	1	931
lvinning@gogozoom.com	1	Winrobupex WorldWide	Klitanicator	induction	conventional	1	1	0	932
eperez@treequote.com	1	Winrobupex WorldWide	Winsipexex		conventional	1	1	0	933
alouissant@xx-holding.com	1	Winsipexar WorldWide	Doperan	electric					934
chusser@domzoom.com	1	Winsipexar WorldWide	Thrunipaquentor	induction	conventional	0	0	1	935
mschirpke@sumace.com	1	Winsipexar WorldWide	Zeesipazz		convection	0	1	1	936
jsetter@sumace.com	1	Wintumower			convection	1	1	0	937
fspickerman@j-texon.com	1	Wintumower	Dopnipefistor		conventional	0	0	1	938
ncantres@funholding.com	1	Wintumower	Gromunplover	gas					939
ghellickson@statholdings.com	1	Wintumower	Hapzapistor		conventional	0	1	0	940
ykorando@conecom.com	1	Wintumower	Parhupar	electric					941
vsweely@dalttechnology.com	1	Wintumower	Partinicantor	radiant electric	convection	1	0	1	942
tfeichtner@golddex.com	1	Wintumower	Supvenar	gas					943
rkulzer@finjob.com	1	Wintumower	Thrusapentor		conventional	0	1	1	944
rpolidori@finjob.com	1	Wintumower	Uncadax	induction					945
jruta@statholdings.com	1	Wintumower	Zeesipazz	gas					946
awolny@plexzap.com	1	Winvenonar International		induction	conventional	0	1	1	947
jbrucato@xx-zobam.com	1	Winvenonar International	Barmunaquistor		conventional	1	0	0	948
dbergesen@groovestreet.com	1	Winvenonar International	Barmunaquistor	electric	conventional	0	0	1	949
csahagun@domzoom.com	1	Winvenonar International	Ciperimar	radiant electric					950
gtreston@domzoom.com	1	Winvenonar International	Endwerpistor	radiant electric	conventional	1	0	1	951
svonasek@isdom.com	1	Winvenonar International	Frovenazz		conventional	1	0	1	952
ltoelkes@finhigh.com	1	Winvenonar International	Infroponar	radiant electric					953
gbachman@hottechi.com	1	Winvenonar International	Supvenefazz		conventional	1	1	0	954
cthyberg@konmatfix.com	1	Winwerpazz Direct	Qwiglibaquar		conventional	0	0	1	955
psuell@green-plus.com	1	Winwerpazz Direct	Upsapar	radiant electric	conventional	1	1	0	956
eharnos@dambase.com	1	Zeeglibadar Holdings Corp.	Grosapower		conventional	0	1	1	957
awolfgramm@finhigh.com	1	Zeeglibadar Holdings Corp.	Rapwerex	gas	conventional	0	0	1	958
ggochal@xx-holding.com	1	Zeeglibadar Holdings Corp.	Supfropantor	electric					959
ltheodorov@streethex.com	1	Zeeglibadar Holdings Corp.	Supsapan	gas					960
ksyrop@domzoom.com	1	Zeeglibadar Holdings Corp.	Trutumover		conventional	1	1	0	961
apaprocki@blackzim.com	1	Zeeglibadar Holdings Corp.	Upbanazz	radiant electric	conventional	0	1	0	962
bostolaza@sunnamplex.com	1	Zeemunilover Holdings Group	Thrunipaquentor		conventional	0	0	1	963
aheintzman@blackzim.com	1	Zeemunilover Holdings Group	Unniponower	induction	conventional	0	0	1	964
hkampa@rangreen.com	1	Zeemuninower WorldWide	Adfropax	induction	conventional	1	0	1	965
mperin@hottechi.com	1	Zeemuninower WorldWide	Thrusapentor	radiant electric	conventional	1	1	1	966
kmulqueen@zathunicon.com	1	Zeenipantor  Inc	Adkilor	induction	conventional	1	1	0	967
jmiceli@rangreen.com	1	Zeenipantor  Inc	Rapsapower		convection	0	1	1	968
aklang@zotware.com	1	Zeenipantor  Inc	Supdimopin		conventional	1	0	0	969
cfrancescon@xx-zobam.com	1	Zeenipantor  Inc	Winwerpan	induction	convection	1	1	1	970
imunis@ganjaflex.com	1	Zeetinexower International	Barmunaquistor	radiant electric					971
mwaymire@finjob.com	1	Zeetinexower International	Supzapar	gas	conventional	1	0	0	972
draymo@goodsilron.com	1	Zeetinexower International	Tupcadommistor		convection	1	0	1	973
krhymes@sonron.com	1	Zeetinexower International	Unniponower	induction	convection	1	1	1	974
lburnard@codehow.com	1	Zeetinexower International	Winsipexex	radiant electric					975
rmcdoniel@bioholding.com	1	Zeevenefazz Direct	Cipfropexex	gas					976
mdenooyer@ganjaflex.com	1	Zeevenefazz Direct	Lomerplantor		conventional	1	0	0	977
rkines@faxquote.com	1	Zeevenefazz Direct	Mondimaquover		conventional	0	1	1	978
agleich@year-job.com	1	Zeevenefazz Direct	Uncadax	gas	conventional	1	0	0	979
tloder@hatfan.com	1	Zeevenefazz Direct	Unsapex		convection	0	0	1	980
dhollack@betatech.com	1	Zeevenefazz Direct	Untumover	electric	convection	1	0	0	981
gsaras@labdrill.com	2	Adjubilex Holdings Corp.	Adpebeficator		conventional	1	0	1	982
lcloney@stanredtax.com	2	Adjubilex Holdings Corp.	Cipzapar		conventional	0	0	1	983
fwide@condax.com	2	Adjubilex Holdings Corp.	Klizapedgantor		convection	0	1	0	984
aagramonte@conecom.com	2	Adjubilex Holdings Corp.	Lomerplantor		conventional	1	1	1	985
dagramonte@statholdings.com	2	Adjubilex Holdings Corp.	Retanicator	gas	conventional	0	1	1	986
shusser@mathtouch.com	2	Adkililar Holdings Company		radiant electric	conventional	1	1	0	987
rmclaird@conecom.com	2	Adkililar Holdings Company	Haphupicator	radiant electric	convection	0	1	0	988
abrossart@year-job.com	2	Adkililar Holdings Company	Klifropamentor	electric	convection	1	0	1	989
btillotson@lexiqvolax.com	2	Adkililar Holdings Company	Surpickex	radiant electric	conventional	1	0	0	990
rlinahan@xx-zobam.com	2	Adkililar Holdings Company	Upwerpantor	gas					991
mwaycott@openlane.com	2	Adkililar Holdings Company	Zeedimower		conventional	0	0	1	992
riturbide@blackzim.com	2	Adpickegentor Holdings			conventional	0	1	0	993
llapage@fasehatice.com	2	Adpickegentor Holdings	Lomrobax	electric	conventional	1	0	0	994
ewenner@green-plus.com	2	Adpickegentor Holdings	Mondudax		conventional	0	0	1	995
tbarfield@dontechi.com	2	Adpickegentor Holdings	Redudackar	electric					996
dbuvens@finhigh.com	2	Adpickegentor Holdings	Surtumanex	gas	convection	1	0	0	997
chalter@ontomedia.com	2	Adpickegentor Holdings	Tipquestistor	gas					998
bvillanueva@hottechi.com	2	Adpickegentor Holdings	Tupdimantor	electric					999
cbutzen@newex.com	2	Adpickover International	Adtanazz	electric	conventional	0	1	1	1000
bestell@bioholding.com	2	Adpickover International	Doperan	induction					1001
khanafan@zencorporation.com	2	Adpickover International	Emdudonan	induction	convection	1	1	0	1002
dauffrey@silis.com	2	Adpickover International	Lomnipanower		convection	1	0	1	1003
ewolny@zencorporation.com	2	Adpickover International	Rejubefistor		conventional	1	0	0	1004
froyster@opentech.com	2	Adpickover International	Varwerpanower	electric	conventional	0	1	0	1005
ebowley@year-job.com	2	Adpickover International	Windimower	induction					1006
tmaisto@condax.com	2	Adtumegax	Barmunaquistor	gas					1007
egabisi@treequote.com	2	Adtumegax	Qwifropilistor	induction					1008
gscheyer@ron-tech.com	2	Adtumegax	Tipsapover	electric	conventional	0	1	0	1009
tmugnolo@kinnamplus.com	2	Adtumegax	Upmunantor		convection	1	0	1	1010
sdeleo@plussunin.com	2	Adwerower International Inc	Grosapower	induction	conventional	0	1	0	1011
adegonia@labdrill.com	2	Adwerower International Inc	Hapsipinan		conventional	0	1	0	1012
ppolidori@openlane.com	2	Adwerower International Inc	Partinicantor		convection	0	0	1	1013
jwildfong@zencorporation.com	2	Adwerower International Inc	Qwitumar		conventional	1	1	0	1014
npoullion@j-texon.com	2	Adwerower International Inc	Wincadamistor	gas	conventional	0	0	1	1015
cgrenet@conecom.com	2	Adwerower International Inc	Zeesipicator	gas					1016
lsawchuk@opentech.com	2	Adwerponantor  Inc	Adkilor	gas	convection	0	1	0	1017
bpontoriero@bioplex.com	2	Adwerponantor  Inc	Emweronar	radiant electric					1018
jmartabano@j-texon.com	2	Adwerponantor  Inc	Haptumar		conventional	1	1	0	1019
afortino@scottech.com	2	Adwerponantor  Inc	Monerex	radiant electric	convection	0	1	0	1020
nonofrio@y-corporation.com	2	Adwerponantor  Inc	Qwinipamex	electric					1021
vcoody@labdrill.com	2	Adwerponantor  Inc	Truzapican	radiant electric	conventional	1	0	0	1022
vrochin@singletechno.com	2	Adwerponantor  Inc	Winweregicator	radiant electric	conventional	1	0	0	1023
truta@konmatfix.com	2	Barmunar WorldWide		electric	convection	1	1	0	1024
vchaffins@doncon.com	2	Barmunar WorldWide	Thruglibentor		convection	0	0	1	1025
lvocelka@ron-tech.com	2	Barmunar WorldWide	Tipkilower		conventional	0	0	1	1026
flawler@singletechno.com	2	Barmunar WorldWide	Zeedudommover	electric	conventional	1	1	1	1027
swide@warephase.com	2	Barnipentor	Barweramantor	induction	conventional	0	1	1	1028
tpedrozo@j-texon.com	2	Barnipentor	Dopnipefistor	electric	convection	0	1	0	1029
lohms@kinnamplus.com	2	Barnipentor	Haphupicator	electric	conventional	1	1	1	1030
bbowley@goodsilron.com	2	Barnipentor	Monbanicator		conventional	0	0	1	1031
mfelger@ron-tech.com	2	Barnipentor	Surpickewentor	gas					1032
erodeigues@opentech.com	2	Barnipentor	Surpickex	radiant electric					1033
byglesias@silis.com	2	Barnipentor	Surtinover		conventional	0	1	0	1034
rfigeroa@dalttechnology.com	2	Barnipentor	Trujubex	radiant electric					1035
jmaillard@xx-zobam.com	2	Barnipentor	Tupdimegantor		conventional	1	1	0	1036
ckiel@gogozoom.com	2	Barpickover International	Gropickicator		conventional	1	1	0	1037
nsetter@betasoloin.com	2	Barpickover International	Tupwerpimar	electric					1038
fwenner@xx-holding.com	2	Barpickover International	Winnipilover	gas					1039
abarfield@sunnamplex.com	2	Barrobax	Adfropax	gas	convection	0	1	0	1040
agoldammer@zathunicon.com	2	Barrobax	Adrobollor	electric	convection	0	1	0	1041
smeinerding@blackzim.com	2	Barrobax	Haptumar		conventional	0	1	1	1042
gmirafuentes@cancity.com	2	Barrobax	Infroponar	gas	convection	1	1	0	1043
thiatt@statholdings.com	2	Barrobax	Klifropamentor		convection	1	0	0	1044
gsamara@toughzap.com	2	Barrobax	Mondudexin	gas	conventional	1	1	1	1045
dfigeroa@zumgoity.com	2	Barrobax	Trujubex	induction					1046
lklimek@plussunin.com	2	Barsipicator WorldWide	Rapdimepax	gas	convection	1	0	0	1047
rbrucato@sumace.com	2	Barsipicator WorldWide	Thrunipaquentor		conventional	0	1	1	1048
astockham@kan-code.com	2	Bartinanor	Dopnipefistor		conventional	1	0	0	1049
wwaymire@streethex.com	2	Bartinanor	Monsipommistor	gas	conventional	1	1	1	1050
cfritz@funholding.com	2	Bartinanor	Tupdimantor		conventional	1	1	0	1051
asayaphon@xx-holding.com	2	Bartinanor	Wintanax	gas					1052
njurney@hottechi.com	2	Bartumopover Direct Inc	Qwitumewar	gas					1053
wcork@zencorporation.com	2	Bartumopover Direct Inc	Truzapaquar		conventional	1	0	0	1054
mhamilton@plussunin.com	2	Bartumopover Direct Inc	Zeedudommover	gas	conventional	0	0	1	1055
kkitty@groovestreet.com	2	Barvenackax Direct Company	Grodiman	induction					1056
crowling@ron-tech.com	2	Barvenackax Direct Company	Lomrobax		conventional	1	1	0	1057
csteffensmeier@hottechi.com	2	Barvenackax Direct Company	Unniponower		conventional	1	1	1	1058
lmeisel@j-texon.com	2	Barvenackax Direct Company	Zeedimower	electric	conventional	0	0	1	1059
lhudnall@plussunin.com	2	Barvenadower Holdings	Tupwerpimar	gas					1060
nclaucherty@konex.com	2	Barvenadower Holdings	Zeedimin		conventional	0	0	1	1061
lkampa@domzoom.com	2	Cipbanower Direct Company	Rapsapex		convection	1	1	1	1062
jkusko@finjob.com	2	Cipbanower Direct Company	Upmunantor	electric					1063
lbuvens@betatech.com	2	Cipbanower Direct Company	Upsapar	induction	conventional	0	1	0	1064
bsmith@ontomedia.com	2	Ciperepazz Direct Inc	Cipzapar	electric					1065
bfredicks@betasoloin.com	2	Ciperepazz Direct Inc	Gropickicator		conventional	0	1	1	1066
afern@kan-code.com	2	Ciperepazz Direct Inc	Redudex		conventional	1	0	0	1067
msuffield@cancity.com	2	Ciperepazz Direct Inc	Supvenefazz		conventional	0	0	1	1068
clapage@rangreen.com	2	Ciperepazz Direct Inc	Thruglibentor		convection	0	1	1	1069
bfrancescon@golddex.com	2	Ciperepazz Direct Inc	Tipkilower	induction					1070
gtreston@domzoom.com	2	Ciperepazz Direct Inc	Windimower		conventional	0	0	1	1071
alother@lexiqvolax.com	2	Cipmunonover Holdings	Qwitumar	electric	convection	1	1	1	1072
bhalter@doncon.com	2	Cipmunonover Holdings	Upsapedover		conventional	0	0	1	1073
lherritt@gogozoom.com	2	Cipmunonover Holdings	Winrobommistor	radiant electric	conventional	1	1	0	1074
kferrario@betatech.com	2	Dopdimaquor Holdings Company	Adtinentor	radiant electric					1075
lsyrop@betasoloin.com	2	Dopdimaquor Holdings Company	Grosapower		convection	1	0	0	1076
lbolognia@funholding.com	2	Dopdimaquor Holdings Company	Monroban		conventional	1	1	0	1077
alacovara@sonron.com	2	Dopdimaquor Holdings Company	Montinefazz	gas	conventional	0	1	1	1078
ccaiafa@codehow.com	2	Dopdimaquor Holdings Company	Pardimedentor	radiant electric					1079
hsilvestrini@scottech.com	2	Dopdimaquor Holdings Company	Partinicantor	induction	conventional	1	1	0	1080
gschmaltz@bioholding.com	2	Dopdimaquor Holdings Company	Retanicator		conventional	1	0	1	1081
rkarpin@gogozoom.com	2	Dopdimaquor Holdings Company	Untumover	gas					1082
arantanen@domzoom.com	2	Dopdimaquor Holdings Company	Upwerpantor	induction	conventional	0	0	1	1083
egillian@mathtouch.com	2	Dopdimaquor Holdings Company	Varrobeficator		convection	1	0	1	1084
bkorando@doncon.com	2	Dopjubupicator	Endcadazz	gas					1085
aglick@isdom.com	2	Dopjubupicator	Supwerpover		conventional	1	0	0	1086
lmcdoniel@dambase.com	2	Dopjubupicator	Tipquestistor	induction	conventional	0	1	0	1087
achesterfield@xx-zobam.com	2	Dopjubupicator	Upbanazz		conventional	1	0	0	1088
saquas@zumgoity.com	2	Dopkilaquazz  Group	Partinicantor		conventional	1	1	1	1089
rbrucato@inity.com	2	Dopkilaquazz  Group	Thrumunonax		conventional	1	0	1	1090
lbuzick@plexzap.com	2	Dopnipaquistor	Ciperimar		conventional	1	1	1	1091
mweglarz@sumace.com	2	Dopnipaquistor	Rapsapex	radiant electric	conventional	1	0	0	1092
cmonarrez@lexiqvolax.com	2	Dopnipaquistor	Thrusapentor	electric	convection	0	1	0	1093
rdenooyer@sumace.com	2	Dopnipaquistor	Wintanax	gas	conventional	1	1	0	1094
thalter@plusstrip.com	2	Dopquestan WorldWide	Cipfropexex		convection	1	1	1	1095
kisaacs@zotware.com	2	Dopquestan WorldWide	Rapdudin	induction	conventional	0	1	1	1096
nangalich@betatech.com	2	Dopquestan WorldWide	Survenin	gas					1097
aworlds@groovestreet.com	2	Dopquestan WorldWide	Winsipexex		conventional	0	1	0	1098
hwiklund@zencorporation.com	2	Doptaninin Holdings Inc			conventional	0	1	0	1099
tdickerson@betatech.com	2	Doptaninin Holdings Inc	Adpickinazz	radiant electric					1100
jstimmel@stanredtax.com	2	Doptaninin Holdings Inc	Ciperimar		conventional	1	1	1	1101
wcoody@donware.com	2	Doptaninin Holdings Inc	Doperan	radiant electric	conventional	1	0	1	1102
pparlato@fasehatice.com	2	Doptaninin Holdings Inc	Monwericower	electric					1103
gstoltzman@zencorporation.com	2	Doptaninin Holdings Inc	Rapwerex		conventional	0	1	1	1104
ewaymire@iselectrics.com	2	Doptaninin Holdings Inc	Supfropantor		conventional	1	0	0	1105
ewaycott@doncon.com	2	Doptaninin Holdings Inc	Supquestackan		conventional	0	0	1	1106
lcorrio@inity.com	2	Doptaninin Holdings Inc	Surpickewentor	induction	conventional	1	1	1	1107
fgreenbush@bioplex.com	2	Doptaninin Holdings Inc	Survenin	electric	conventional	0	0	1	1108
lrim@golddex.com	2	Doptaninin Holdings Inc	Unbanover		conventional	1	0	1	1109
cbennick@ontomedia.com	2	Doptanonantor WorldWide	Qwifropilistor	gas					1110
bheimann@statholdings.com	2	Doptanonantor WorldWide	Survenin		conventional	0	1	0	1111
lkolmetz@scottech.com	2	Dopvenonazz WorldWide	Infroponar	induction	conventional	0	1	0	1112
larceo@fasehatice.com	2	Dopvenonazz WorldWide	Mondimewan		convection	0	1	1	1113
ctegarden@zoomit.com	2	Dopvenonazz WorldWide	Rebanax		conventional	1	0	1	1114
tweirather@silis.com	2	Dopvenonazz WorldWide	Retanicator		convection	1	0	0	1115
opinilla@conecom.com	2	Dopvenonazz WorldWide	Thrunipaquentor	gas	conventional	0	0	1	1116
aweirather@faxquote.com	2	Dopvenonazz WorldWide	Varsapanin	induction					1117
kstorment@dontechi.com	2	Embanicower Holdings		induction	convection	1	0	1	1118
pknipp@silis.com	2	Embanicower Holdings	Advenover	electric	conventional	1	0	1	1119
dfunnell@openlane.com	2	Embanicower Holdings	Dopvenower	radiant electric	conventional	1	0	0	1120
