household_email	appliance_number	manufacturer_name	model	cooktop_heat_source	oven_type	gas	electric	microwave
gklonowski@codehow.com	2	Varquestentor Direct	Thrurobimicator	gas	conventional	1	0	1
egiguere@opentech.com	2	Vartanicator  Group	Surtinover	radiant electric				
jnicolozakes@rangreen.com	2	Vartanicator  Group	Tuprobanantor	radiant electric	conventional	0	1	1
rmcdoniel@bioholding.com	2	Varwerin International Corp.	Barweramantor	gas				
ahidvegi@openlane.com	2	Varwerin International Corp.	Endcadazz		conventional	0	0	1
zshealy@groovestreet.com	2	Varwerin International Corp.	Frovenazz		conventional	1	1	0
dwesterbeck@iselectrics.com	2	Varwerin International Corp.	Monzapazz	induction				
ewitten@dambase.com	2	Varwerin International Corp.	Parglibover	electric				
gperigo@statholdings.com	2	Varwerpewax Holdings	Endsipistor	electric				
cfritz@betatech.com	2	Varwerpewax Holdings	Hapwerex	induction	convection	0	1	0
slacovara@zotware.com	2	Varwerpewax Holdings	Retanicator	induction				
sberray@opentech.com	2	Varwerpewax Holdings	Retumamentor	electric	conventional	0	1	0
sogg@stanredtax.com	2	Varwerpewax Holdings	Tuprobedan	radiant electric	conventional	1	0	0
fmunns@hatfan.com	2	Varwerpewax Holdings	Upsapedover		conventional	1	0	1
ssuell@nam-zim.com	2	Varwerpewax Holdings	Upsapedover	induction	conventional	1	0	1
sdinos@inity.com	2	Varwerpewax Holdings	Wincadamistor		convection	0	0	1
rstenseth@mathtouch.com	2	Winglibower  Company	Cipdudinan		convection	0	1	0
qbachman@openlane.com	2	Winglibower  Company	Haptanupantor	radiant electric				
lhalsey@bioplex.com	2	Winglibower  Company	Invenor	electric	conventional	1	1	1
hbrachle@groovestreet.com	2	Winglibower  Company	Parhupar		convection	0	1	1
mcaudy@donware.com	2	Winglibower  Company	Rebanax	gas	conventional	0	1	0
ccallaro@zencorporation.com	2	Winglibower  Company	Rehupopover	radiant electric	convection	1	1	1
djurney@sunnamplex.com	2	Winquestonin Direct Group	Adkilor	gas	conventional	1	0	1
hgato@domzoom.com	2	Winquestonin Direct Group	Endwerpinicator	gas				
gmaybury@ontomedia.com	2	Winquestonin Direct Group	Monwerilantor		conventional	1	0	0
rmondella@sunnamplex.com	2	Winquestonin Direct Group	Thrumunonax		convection	0	1	1
moles@zathunicon.com	2	Winquestonin Direct Group	Unnipackentor	gas	conventional	1	1	1
gshields@silis.com	2	Winquestonin Direct Group	Windimower	induction				
dmclaird@finhigh.com	2	Winrobonover International	Monbanicator	electric				
aohms@condax.com	2	Winrobonover International	Monzapazz	induction	conventional	1	0	0
mkonopacki@dontechi.com	2	Winrobonover International	Supsapan		conventional	1	0	0
rkownacki@warephase.com	2	Winrobonover International	Surpickex	electric				
jkohnert@zumgoity.com	2	Winrobonover International	Trutumover	electric	conventional	0	1	0
lbolognia@hatfan.com	2	Winrobupex WorldWide	Barkilistor	radiant electric	convection	1	0	0
bmaillard@zumgoity.com	2	Winrobupex WorldWide	Dopbanentor		convection	1	1	1
fmconnell@singletechno.com	2	Winrobupex WorldWide	Gromunplover		conventional	1	1	1
ejulia@ontomedia.com	2	Winrobupex WorldWide	Redudackar	gas				
fhoa@finhigh.com	2	Winrobupex WorldWide	Unnipackentor	radiant electric	conventional	1	0	1
cauffrey@ganjaflex.com	2	Winsipexar WorldWide		electric				
lbuzick@rundofase.com	2	Winsipexar WorldWide	Surpickewentor	radiant electric				
gboord@plexzap.com	2	Winsipexar WorldWide	Upsapar	induction				
szagen@y-corporation.com	2	Wintumower	Adpickinazz	gas				
cfigeroa@cancity.com	2	Wintumower	Haphupexistor	induction				
cnayar@konmatfix.com	2	Wintumower	Mondimewan		convection	1	0	1
vbatman@codehow.com	2	Wintumower	Mondudexin	radiant electric	conventional	0	1	1
hmerced@yearin.com	2	Wintumower	Parjubollor	radiant electric	convection	1	0	0
ltheodorov@streethex.com	2	Wintumower	Retinegan	gas	conventional	0	1	0
agalam@zathunicon.com	2	Wintumower	Winnipilover		convection	1	0	1
ssarbacher@dontechi.com	2	Winvenonar International	Monsipommistor	electric				
cmccullan@betasoloin.com	2	Winvenonar International	Rapwerex	radiant electric				
kwenner@rangreen.com	2	Winvenonar International	Supvenefazz	gas				
akohl@conecom.com	2	Winvenonar International	Thrusapentor	gas	conventional	1	1	0
tarceo@lexiqvolax.com	2	Winvenonar International	Tuprobanantor	radiant electric	conventional	0	0	1
lbatman@lexiqvolax.com	2	Winvenonar International	Winjubexentor		conventional	0	1	0
dvillanueva@kinnamplus.com	2	Winwerpazz Direct	Klizapedgantor	induction				
abubash@zotware.com	2	Winwerpazz Direct	Monroban		conventional	0	0	1
jstockham@inity.com	2	Winwerpazz Direct	Thrumunonax	induction				
ewildfong@domzoom.com	2	Winwerpazz Direct	Tuphupamin	induction				
ghidvegi@finjob.com	2	Winwerpazz Direct	Varhupan	radiant electric	convection	1	1	1
klindall@treequote.com	2	Zeeglibadar Holdings Corp.	Adfropax	radiant electric	convection	1	0	1
yfillingim@rangreen.com	2	Zeeglibadar Holdings Corp.	Unniponower	gas	convection	0	1	1
clietz@dontechi.com	2	Zeeglibadar Holdings Corp.	Windimower	induction	conventional	0	1	0
aschieler@betasoloin.com	2	Zeeglibadar Holdings Corp.	Wintinewin	gas	conventional	1	1	0
apalaspas@betasoloin.com	2	Zeeglibadar Holdings Corp.	Zeedimower	gas	conventional	1	0	1
vwieser@ron-tech.com	2	Zeemunilover Holdings Group	Cipdimazz	electric	convection	1	0	0
bschmierer@zathunicon.com	2	Zeemunilover Holdings Group	Doperan	radiant electric	conventional	1	0	1
gparlato@isdom.com	2	Zeemuninower WorldWide	Emsipackex	induction				
lmyricks@konmatfix.com	2	Zeemuninower WorldWide	Grosapower		convection	0	0	1
esayaphon@rangreen.com	2	Zeemuninower WorldWide	Hapnipexower	gas				
jrestrepo@kan-code.com	2	Zeemuninower WorldWide	Mondimewan		conventional	1	0	1
lkolmetz@bioholding.com	2	Zeemuninower WorldWide	Qwifropilistor	radiant electric				
bfarrow@xx-holding.com	2	Zeemuninower WorldWide	Unsapex	radiant electric	conventional	0	0	1
nperigo@opentech.com	2	Zeenipantor  Inc	Advenover	radiant electric				
awaycott@betasoloin.com	2	Zeenipantor  Inc	Redudackar		conventional	0	1	0
jfrankel@rantouch.com	2	Zeenipantor  Inc	Redudex	electric	convection	1	0	1
lpalaia@gogozoom.com	2	Zeenipantor  Inc	Thrusapentor		conventional	0	0	1
fduenas@kinnamplus.com	2	Zeetinexower International		radiant electric				
csilvestrini@scotfind.com	2	Zeetinexower International		induction				
csayaphon@lexiqvolax.com	2	Zeetinexower International	Lompeban		conventional	1	1	1
jnievas@toughzap.com	2	Zeetinexower International	Monglibepar		convection	1	0	1
zehmann@ganjaflex.com	2	Zeetinexower International	Supwerpover	gas	convection	0	1	1
gtoelkes@condax.com	2	Zeetinexower International	Surtinover	radiant electric	convection	1	0	0
lkusko@scotfind.com	2	Zeetinexower International	Surzapegax	gas	conventional	1	0	0
vfrey@isdom.com	2	Zeevenefazz Direct	Partinover	gas	conventional	1	0	1
lmelnyk@bioplex.com	2	Zeevenefazz Direct	Qwifropilistor		convection	0	1	0
sgesick@zoomit.com	2	Zeevenefazz Direct	Qwifropilistor	radiant electric				
crhymes@isdom.com	2	Zeevenefazz Direct	Surpickewentor	gas	convection	0	1	0
rmanno@rundofase.com	2	Zeevenefazz Direct	Thrunipaquentor	induction	convection	1	1	1
hauffrey@ganjaflex.com	2	Zeevenefazz Direct	Updudistor	electric	conventional	1	1	0
eshinko@betasoloin.com	2	Zeevenefazz Direct	Winsipexex	radiant electric	convection	1	0	0
lankeny@hottechi.com	3	Adjubilex Holdings Corp.	Lompeban	gas				
jtillotson@green-plus.com	3	Adjubilex Holdings Corp.	Mondudax	radiant electric				
ltagala@donquadtech.com	3	Adjubilex Holdings Corp.	Monwerilantor		conventional	0	1	1
akulzer@funholding.com	3	Adjubilex Holdings Corp.	Upsapar	gas	conventional	0	1	1
cankeny@yearin.com	3	Adkililar Holdings Company	Grodiman	induction	conventional	1	1	0
lsengbusch@streethex.com	3	Adkililar Holdings Company	Qwiglibaquar	radiant electric	conventional	0	1	1
sfarrow@konex.com	3	Adpickegentor Holdings	Pardimedentor	gas				
brhoden@betatech.com	3	Adpickegentor Holdings	Parquestar		conventional	1	1	0
mjuhas@zotware.com	3	Adpickegentor Holdings	Rebanax	radiant electric	conventional	0	1	1
shauenstein@zoomit.com	3	Adpickegentor Holdings	Supericator		conventional	0	0	1
mhauenstein@codehow.com	3	Adpickover International	Lomtinex	gas	conventional	1	0	0
mkannady@donquadtech.com	3	Adpickover International	Rapsipower	induction				
jswayze@treequote.com	3	Adpickover International	Varglibin	induction	convection	1	1	1
jrhoden@rantouch.com	3	Adtumegax			conventional	0	1	1
jwiklund@fasehatice.com	3	Adtumegax		radiant electric				
gsaras@labdrill.com	3	Adtumegax	Endwerpinicator	induction	convection	0	0	1
luyetake@statholdings.com	3	Adtumegax	Fropickaman	radiant electric				
lpolidori@xx-zobam.com	3	Adtumegax	Hapzapistor	induction	conventional	0	0	1
fborgman@codehow.com	3	Adtumegax	Intinower		conventional	0	0	1
eharnos@plussunin.com	3	Adtumegax	Tipwerpin	gas	convection	0	0	1
epoullion@betasoloin.com	3	Adtumegax	Winwerpan	electric				
mhoffis@silis.com	3	Adwerower International Inc	Barkilentor	induction	convection	1	0	1
khanafan@sunnamplex.com	3	Adwerower International Inc	Monbanicator		conventional	0	1	1
hcaldarera@lexiqvolax.com	3	Adwerower International Inc	Monglibepar		convection	1	1	0
fmunis@inity.com	3	Adwerower International Inc	Parfropadantor		conventional	0	0	1
scandlish@sonron.com	3	Adwerower International Inc	Upmunantor	radiant electric				
bmauson@ontomedia.com	3	Adwerponantor  Inc	Ciperimar	electric	conventional	1	1	0
crantanen@sumace.com	3	Adwerponantor  Inc	Monwericower		conventional	1	1	0
lgillaspie@stanredtax.com	3	Adwerponantor  Inc	Parhupar	electric				
jmeteer@nam-zim.com	3	Adwerponantor  Inc	Parjubollor	electric	conventional	0	0	1
sryser@zoomit.com	3	Adwerponantor  Inc	Parrobor	radiant electric	convection	0	1	1
lshields@plusstrip.com	3	Adwerponantor  Inc	Unsapex	radiant electric				
jgesick@rantouch.com	3	Adwerponantor  Inc	Winrobaquazz		convection	0	1	0
wgobern@iselectrics.com	3	Barmunar WorldWide	Revenollan		conventional	1	0	0
tlimmel@cancity.com	3	Barmunar WorldWide	Rewerpower		conventional	1	1	1
cnicolozakes@betatech.com	3	Barnipentor	Cipdimazz	electric	conventional	0	1	1
crentfro@plussunin.com	3	Barnipentor	Lomfroponex	induction	convection	0	1	1
cmenter@dambase.com	3	Barnipentor	Monsipommistor	electric				
sdegonia@domzoom.com	3	Barnipentor	Partinover		conventional	0	1	1
rhudnall@toughzap.com	3	Barnipentor	Surtinover	gas	conventional	1	0	1
cmontezuma@ganjaflex.com	3	Barnipentor	Tipquestistor	electric	conventional	1	1	1
jjuhas@domzoom.com	3	Barpickover International	Emkililin	gas	convection	0	1	0
hacuff@ganjaflex.com	3	Barpickover International	Haptanupantor	gas				
cyaw@gogozoom.com	3	Barpickover International	Klitanicator	radiant electric				
ftegarden@scottech.com	3	Barpickover International	Mondudax		conventional	1	1	1
rmarrier@conecom.com	3	Barpickover International	Monsipommistor	gas	conventional	0	1	1
trauser@plusstrip.com	3	Barpickover International	Supdimonentor	electric	convection	0	1	1
jharoldson@goodsilron.com	3	Barpickover International	Upsapar	radiant electric	convection	1	0	0
aharoldson@zumgoity.com	3	Barrobax	Klidudplar	radiant electric	convection	1	1	1
ecryer@funholding.com	3	Barrobax	Kliwerommistor		conventional	1	1	0
tmauson@yearin.com	3	Barrobax	Parrobor		conventional	0	1	0
ltjepkema@statholdings.com	3	Barrobax	Retumamentor		convection	1	1	0
tbaltimore@nam-zim.com	3	Barrobax	Supbanantor	radiant electric	conventional	0	1	1
geroman@hatfan.com	3	Barrobax	Tipkilower	electric				
cdevreese@nam-zim.com	3	Barsipicator WorldWide	Adrobollor	electric	convection	1	0	1
lwolfgramm@inity.com	3	Barsipicator WorldWide	Infroponar		convection	0	1	0
sliukko@golddex.com	3	Barsipicator WorldWide	Qwitumar		conventional	1	0	1
jloder@finjob.com	3	Barsipicator WorldWide	Zeedimin		conventional	1	1	0
lgrenet@scotfind.com	3	Bartinanor	Advenover		conventional	1	0	0
bmoyd@kan-code.com	3	Bartinanor	Doptumadower		convection	0	1	0
kkownacki@bioholding.com	3	Bartinanor	Endzapinicator		conventional	0	1	1
pgwalthney@opentech.com	3	Bartinanor	Hapsipinan	gas				
jmaillard@xx-zobam.com	3	Bartinanor	Supzapar		convection	0	0	1
akolmetz@finjob.com	3	Bartumopover Direct Inc	Partinicantor	gas	conventional	1	0	1
cmulqueen@xx-zobam.com	3	Bartumopover Direct Inc	Thruglibentor	induction				
cnewville@streethex.com	3	Bartumopover Direct Inc	Tupcadommistor	gas				
adopico@scottech.com	3	Barvenackax Direct Company	Intinower	radiant electric				
jsetter@sumace.com	3	Barvenackax Direct Company	Untumover	induction				
clace@betatech.com	3	Barvenackax Direct Company	Upsapar	electric				
hacuff@toughzap.com	3	Barvenackax Direct Company	Wintinewin		conventional	0	1	0
jkitty@faxquote.com	3	Barvenadower Holdings	Barmunaquistor		conventional	1	1	0
bdrymon@zathunicon.com	3	Barvenadower Holdings	Doptumadower		convection	0	0	1
mberlanga@statholdings.com	3	Barvenadower Holdings	Gromunplover		conventional	0	1	0
vnicolozakes@toughzap.com	3	Barvenadower Holdings	Infroponar	electric	conventional	0	1	0
lsimilton@hottechi.com	3	Barvenadower Holdings	Lomerplantor	electric	conventional	0	1	1
jrestrepo@kan-code.com	3	Barvenadower Holdings	Varhupan		conventional	1	0	1
cpadilla@ontomedia.com	3	Cipbanower Direct Company	Frovenazz	gas	conventional	0	0	1
slacovara@konmatfix.com	3	Cipbanower Direct Company	Monwericower		conventional	0	0	1
konofrio@finjob.com	3	Cipbanower Direct Company	Supericator	induction				
snievas@j-texon.com	3	Cipbanower Direct Company	Surtumanex		conventional	1	1	0
sgochal@goodsilron.com	3	Cipbanower Direct Company	Upsapimor		conventional	1	0	1
cweglarz@xx-holding.com	3	Cipbanower Direct Company	Winnipilover	electric	convection	1	0	1
tperin@konex.com	3	Cipbanower Direct Company	Winweregicator		convection	1	1	0
kmconnell@toughzap.com	3	Cipbanower Direct Company	Zeesipazz	gas	conventional	1	1	1
dinouye@labdrill.com	3	Ciperepazz Direct Inc	Doperan		conventional	0	1	0
fstrassner@doncon.com	3	Ciperepazz Direct Inc	Emkililin		convection	1	1	1
vjuhas@dambase.com	3	Ciperepazz Direct Inc	Hapsipinan	induction				
cwaycott@zencorporation.com	3	Ciperepazz Direct Inc	Monkilax	radiant electric	conventional	1	0	1
rfrankel@plussunin.com	3	Ciperepazz Direct Inc	Qwifropilistor		conventional	1	1	0
akoppinger@hatfan.com	3	Ciperepazz Direct Inc	Rapsipower		conventional	1	1	0
tmalvin@kinnamplus.com	3	Ciperepazz Direct Inc	Upmunantor		conventional	0	1	1
skonopacki@toughzap.com	3	Ciperepazz Direct Inc	Varrobin		convection	0	1	1
adaufeldt@opentech.com	3	Cipmunonover Holdings	Adrobollor		conventional	0	0	1
mbubash@lexiqvolax.com	3	Cipmunonover Holdings	Fropickaman	induction	conventional	1	0	0
lweirather@y-corporation.com	3	Cipmunonover Holdings	Hapzapistor	induction				
lfortino@treequote.com	3	Cipmunonover Holdings	Klizapedgantor	gas	conventional	1	1	0
hgillian@scottech.com	3	Cipmunonover Holdings	Lomerplantor		conventional	1	1	0
gyori@scotfind.com	3	Cipmunonover Holdings	Montinefazz	gas				
swenner@codehow.com	3	Cipmunonover Holdings	Monwericower		conventional	0	1	1
tmoyd@nam-zim.com	3	Cipmunonover Holdings	Tuprobanantor	gas				
rbrucato@sumace.com	3	Cipmunonover Holdings	Unbanover		conventional	0	1	0
eragel@zathunicon.com	3	Dopdimaquor Holdings Company	Barweramantor	induction	conventional	1	1	1
sscheyer@funholding.com	3	Dopdimaquor Holdings Company	Tupcadommistor		conventional	1	1	1
thagele@yearin.com	3	Dopjubupicator		induction	conventional	0	1	0
ckippley@plusstrip.com	3	Dopjubupicator	Hapquestover	induction	conventional	1	1	0
achavous@plussunin.com	3	Dopjubupicator	Rapsapower		conventional	1	1	1
wohms@mathtouch.com	3	Dopkilaquazz  Group	Endsipistor		conventional	1	0	1
jloader@hottechi.com	3	Dopkilaquazz  Group	Klidudplar		convection	1	0	0
lhoogland@plusstrip.com	3	Dopkilaquazz  Group	Rapsapex	induction				
cmaclead@rantouch.com	3	Dopkilaquazz  Group	Supvenefazz	radiant electric	conventional	1	0	0
cmalet@donquadtech.com	3	Dopkilaquazz  Group	Truzapican		conventional	1	1	0
mlietz@labdrill.com	3	Dopnipaquistor	Adrobollor		convection	1	0	1
tmallett@cancity.com	3	Dopnipaquistor	Adtanazz	radiant electric	conventional	1	0	0
hlother@cancity.com	3	Dopnipaquistor	Endwerpinicator	gas	conventional	0	1	1
kthyberg@kinnamplus.com	3	Dopnipaquistor	Hapwerex	electric	conventional	1	1	1
jcronauer@mathtouch.com	3	Dopnipaquistor	Infroponar		convection	0	0	1
atjepkema@zencorporation.com	3	Dopnipaquistor	Klitinistor	gas				
wcoody@yearin.com	3	Dopnipaquistor	Monbanicator	gas	conventional	1	0	1
pklimek@hatfan.com	3	Dopnipaquistor	Redudackar	gas	conventional	1	1	0
cventura@opentech.com	3	Dopquestan WorldWide	Endcadazz		conventional	0	0	1
cyglesias@rundofase.com	3	Dopquestan WorldWide	Groweran		conventional	1	1	1
wpagliuca@dontechi.com	3	Dopsipegentor Direct	Adfropax	gas	conventional	0	1	1
myori@condax.com	3	Dopsipegentor Direct	Gromunplover		convection	0	1	0
bsahagun@hatfan.com	3	Dopsipegentor Direct	Mondimewan	radiant electric				
hlacovara@sunnamplex.com	3	Dopsipegentor Direct	Monwericower	gas				
drim@plussunin.com	3	Dopsipegentor Direct	Surtinover	induction	conventional	1	1	1
mgotter@doncon.com	3	Dopsipegentor Direct	Truzapaquar	radiant electric	conventional	0	0	1
cliukko@hatfan.com	3	Dopsipegentor Direct	Tuphupamin	electric	conventional	0	0	1
hsaras@hatfan.com	3	Dopsipegentor Direct	Upsapimor	radiant electric				
hferrario@ron-tech.com	3	Doptaninin Holdings Inc	Dopvenower	radiant electric	conventional	0	1	0
spadilla@inity.com	3	Doptaninin Holdings Inc	Emkililin	induction				
efarrar@plusstrip.com	3	Doptaninin Holdings Inc	Endzapinicator	radiant electric	conventional	1	0	0
dtoyama@rundofase.com	3	Doptaninin Holdings Inc	Froglibefax		conventional	1	1	0
ashinko@opentech.com	3	Doptaninin Holdings Inc	Lomrobax	electric	convection	0	0	1
aschieler@betasoloin.com	3	Doptaninin Holdings Inc	Mondimaquover	gas	conventional	1	1	1
xklonowski@kinnamplus.com	3	Doptaninin Holdings Inc	Truzapican	radiant electric				
neroman@plusstrip.com	3	Doptaninin Holdings Inc	Uncadax	induction	conventional	1	1	0
gfillingim@zathunicon.com	3	Doptaninin Holdings Inc	Varhupan		conventional	1	0	0
mberganza@mathtouch.com	3	Doptaninin Holdings Inc	Wintanax	induction	conventional	1	1	0
lryser@faxquote.com	3	Doptanonantor WorldWide	Klitinistor		conventional	0	0	1
lfrancescon@golddex.com	3	Doptanonantor WorldWide	Winsipexex	radiant electric	convection	0	1	1
ejulia@ontomedia.com	3	Dopvenonazz WorldWide	Parquestar		convection	0	1	0
lvonasek@singletechno.com	3	Dopvenonazz WorldWide	Partinover		conventional	1	0	0
chidvegi@nam-zim.com	3	Dopvenonazz WorldWide	Qwitumewar	induction				
ckiel@sunnamplex.com	3	Dopvenonazz WorldWide	Retumamentor	induction	conventional	1	1	0
cstockham@xx-zobam.com	3	Dopvenonazz WorldWide	Tipwerpin	radiant electric				
owolfgramm@donware.com	3	Dopvenonazz WorldWide	Winnipilover	gas	conventional	0	1	1
aloader@statholdings.com	3	Embanicower Holdings	Doptumadower		conventional	1	0	0
lcallaro@singletechno.com	3	Embanicower Holdings	Frovenazz	radiant electric				
ckiel@isdom.com	3	Embanicower Holdings	Lomtinex		conventional	0	1	0
