household_email	appliance_number	manufacturer_name	model	oven_type	gas	electric	microwave	cooker_id
gsaras@labdrill.com	3	Adtumegax	Endwerpinicator	convection	0	0	1	2011
lpolidori@xx-zobam.com	3	Adtumegax	Hapzapistor	conventional	0	0	1	2013
fborgman@codehow.com	3	Adtumegax	Intinower	conventional	0	0	1	2014
eharnos@plussunin.com	3	Adtumegax	Tipwerpin	convection	0	0	1	2015
mhoffis@silis.com	3	Adwerower International Inc	Barkilentor	convection	1	0	1	2017
khanafan@sunnamplex.com	3	Adwerower International Inc	Monbanicator	conventional	0	1	1	2018
hcaldarera@lexiqvolax.com	3	Adwerower International Inc	Monglibepar	convection	1	1	0	2019
fmunis@inity.com	3	Adwerower International Inc	Parfropadantor	conventional	0	0	1	2020
bmauson@ontomedia.com	3	Adwerponantor  Inc	Ciperimar	conventional	1	1	0	2022
crantanen@sumace.com	3	Adwerponantor  Inc	Monwericower	conventional	1	1	0	2023
jmeteer@nam-zim.com	3	Adwerponantor  Inc	Parjubollor	conventional	0	0	1	2025
sryser@zoomit.com	3	Adwerponantor  Inc	Parrobor	convection	0	1	1	2026
jgesick@rantouch.com	3	Adwerponantor  Inc	Winrobaquazz	convection	0	1	0	2028
wgobern@iselectrics.com	3	Barmunar WorldWide	Revenollan	conventional	1	0	0	2029
tlimmel@cancity.com	3	Barmunar WorldWide	Rewerpower	conventional	1	1	1	2030
cnicolozakes@betatech.com	3	Barnipentor	Cipdimazz	conventional	0	1	1	2031
crentfro@plussunin.com	3	Barnipentor	Lomfroponex	convection	0	1	1	2032
sdegonia@domzoom.com	3	Barnipentor	Partinover	conventional	0	1	1	2034
rhudnall@toughzap.com	3	Barnipentor	Surtinover	conventional	1	0	1	2035
cmontezuma@ganjaflex.com	3	Barnipentor	Tipquestistor	conventional	1	1	1	2036
jjuhas@domzoom.com	3	Barpickover International	Emkililin	convection	0	1	0	2037
ftegarden@scottech.com	3	Barpickover International	Mondudax	conventional	1	1	1	2040
rmarrier@conecom.com	3	Barpickover International	Monsipommistor	conventional	0	1	1	2041
trauser@plusstrip.com	3	Barpickover International	Supdimonentor	convection	0	1	1	2042
jharoldson@goodsilron.com	3	Barpickover International	Upsapar	convection	1	0	0	2043
aharoldson@zumgoity.com	3	Barrobax	Klidudplar	convection	1	1	1	2044
ecryer@funholding.com	3	Barrobax	Kliwerommistor	conventional	1	1	0	2045
tmauson@yearin.com	3	Barrobax	Parrobor	conventional	0	1	0	2046
ltjepkema@statholdings.com	3	Barrobax	Retumamentor	convection	1	1	0	2047
tbaltimore@nam-zim.com	3	Barrobax	Supbanantor	conventional	0	1	1	2048
cdevreese@nam-zim.com	3	Barsipicator WorldWide	Adrobollor	convection	1	0	1	2050
lwolfgramm@inity.com	3	Barsipicator WorldWide	Infroponar	convection	0	1	0	2051
sliukko@golddex.com	3	Barsipicator WorldWide	Qwitumar	conventional	1	0	1	2052
jloder@finjob.com	3	Barsipicator WorldWide	Zeedimin	conventional	1	1	0	2053
lgrenet@scotfind.com	3	Bartinanor	Advenover	conventional	1	0	0	2054
bmoyd@kan-code.com	3	Bartinanor	Doptumadower	convection	0	1	0	2055
kkownacki@bioholding.com	3	Bartinanor	Endzapinicator	conventional	0	1	1	2056
jmaillard@xx-zobam.com	3	Bartinanor	Supzapar	convection	0	0	1	2058
akolmetz@finjob.com	3	Bartumopover Direct Inc	Partinicantor	conventional	1	0	1	2059
hacuff@toughzap.com	3	Barvenackax Direct Company	Wintinewin	conventional	0	1	0	2065
jkitty@faxquote.com	3	Barvenadower Holdings	Barmunaquistor	conventional	1	1	0	2066
bdrymon@zathunicon.com	3	Barvenadower Holdings	Doptumadower	convection	0	0	1	2067
mberlanga@statholdings.com	3	Barvenadower Holdings	Gromunplover	conventional	0	1	0	2068
vnicolozakes@toughzap.com	3	Barvenadower Holdings	Infroponar	conventional	0	1	0	2069
lsimilton@hottechi.com	3	Barvenadower Holdings	Lomerplantor	conventional	0	1	1	2070
jrestrepo@kan-code.com	3	Barvenadower Holdings	Varhupan	conventional	1	0	1	2071
cpadilla@ontomedia.com	3	Cipbanower Direct Company	Frovenazz	conventional	0	0	1	2072
slacovara@konmatfix.com	3	Cipbanower Direct Company	Monwericower	conventional	0	0	1	2073
snievas@j-texon.com	3	Cipbanower Direct Company	Surtumanex	conventional	1	1	0	2075
sgochal@goodsilron.com	3	Cipbanower Direct Company	Upsapimor	conventional	1	0	1	2076
cweglarz@xx-holding.com	3	Cipbanower Direct Company	Winnipilover	convection	1	0	1	2077
tperin@konex.com	3	Cipbanower Direct Company	Winweregicator	convection	1	1	0	2078
kmconnell@toughzap.com	3	Cipbanower Direct Company	Zeesipazz	conventional	1	1	1	2079
dinouye@labdrill.com	3	Ciperepazz Direct Inc	Doperan	conventional	0	1	0	2080
fstrassner@doncon.com	3	Ciperepazz Direct Inc	Emkililin	convection	1	1	1	2081
cwaycott@zencorporation.com	3	Ciperepazz Direct Inc	Monkilax	conventional	1	0	1	2083
rfrankel@plussunin.com	3	Ciperepazz Direct Inc	Qwifropilistor	conventional	1	1	0	2084
akoppinger@hatfan.com	3	Ciperepazz Direct Inc	Rapsipower	conventional	1	1	0	2085
tmalvin@kinnamplus.com	3	Ciperepazz Direct Inc	Upmunantor	conventional	0	1	1	2086
skonopacki@toughzap.com	3	Ciperepazz Direct Inc	Varrobin	convection	0	1	1	2087
adaufeldt@opentech.com	3	Cipmunonover Holdings	Adrobollor	conventional	0	0	1	2088
mbubash@lexiqvolax.com	3	Cipmunonover Holdings	Fropickaman	conventional	1	0	0	2089
lfortino@treequote.com	3	Cipmunonover Holdings	Klizapedgantor	conventional	1	1	0	2091
hgillian@scottech.com	3	Cipmunonover Holdings	Lomerplantor	conventional	1	1	0	2092
swenner@codehow.com	3	Cipmunonover Holdings	Monwericower	conventional	0	1	1	2094
rbrucato@sumace.com	3	Cipmunonover Holdings	Unbanover	conventional	0	1	0	2096
eragel@zathunicon.com	3	Dopdimaquor Holdings Company	Barweramantor	conventional	1	1	1	2097
sscheyer@funholding.com	3	Dopdimaquor Holdings Company	Tupcadommistor	conventional	1	1	1	2098
thagele@yearin.com	3	Dopjubupicator		conventional	0	1	0	2099
ckippley@plusstrip.com	3	Dopjubupicator	Hapquestover	conventional	1	1	0	2100
achavous@plussunin.com	3	Dopjubupicator	Rapsapower	conventional	1	1	1	2101
wohms@mathtouch.com	3	Dopkilaquazz  Group	Endsipistor	conventional	1	0	1	2102
jloader@hottechi.com	3	Dopkilaquazz  Group	Klidudplar	convection	1	0	0	2103
cmaclead@rantouch.com	3	Dopkilaquazz  Group	Supvenefazz	conventional	1	0	0	2105
cmalet@donquadtech.com	3	Dopkilaquazz  Group	Truzapican	conventional	1	1	0	2106
mlietz@labdrill.com	3	Dopnipaquistor	Adrobollor	convection	1	0	1	2107
tmallett@cancity.com	3	Dopnipaquistor	Adtanazz	conventional	1	0	0	2108
hlother@cancity.com	3	Dopnipaquistor	Endwerpinicator	conventional	0	1	1	2109
kthyberg@kinnamplus.com	3	Dopnipaquistor	Hapwerex	conventional	1	1	1	2110
jcronauer@mathtouch.com	3	Dopnipaquistor	Infroponar	convection	0	0	1	2111
wcoody@yearin.com	3	Dopnipaquistor	Monbanicator	conventional	1	0	1	2113
pklimek@hatfan.com	3	Dopnipaquistor	Redudackar	conventional	1	1	0	2114
cventura@opentech.com	3	Dopquestan WorldWide	Endcadazz	conventional	0	0	1	2115
cyglesias@rundofase.com	3	Dopquestan WorldWide	Groweran	conventional	1	1	1	2116
wpagliuca@dontechi.com	3	Dopsipegentor Direct	Adfropax	conventional	0	1	1	2117
myori@condax.com	3	Dopsipegentor Direct	Gromunplover	convection	0	1	0	2118
drim@plussunin.com	3	Dopsipegentor Direct	Surtinover	conventional	1	1	1	2121
mgotter@doncon.com	3	Dopsipegentor Direct	Truzapaquar	conventional	0	0	1	2122
cliukko@hatfan.com	3	Dopsipegentor Direct	Tuphupamin	conventional	0	0	1	2123
hferrario@ron-tech.com	3	Doptaninin Holdings Inc	Dopvenower	conventional	0	1	0	2125
efarrar@plusstrip.com	3	Doptaninin Holdings Inc	Endzapinicator	conventional	1	0	0	2127
dtoyama@rundofase.com	3	Doptaninin Holdings Inc	Froglibefax	conventional	1	1	0	2128
ashinko@opentech.com	3	Doptaninin Holdings Inc	Lomrobax	convection	0	0	1	2129
aschieler@betasoloin.com	3	Doptaninin Holdings Inc	Mondimaquover	conventional	1	1	1	2130
neroman@plusstrip.com	3	Doptaninin Holdings Inc	Uncadax	conventional	1	1	0	2132
gfillingim@zathunicon.com	3	Doptaninin Holdings Inc	Varhupan	conventional	1	0	0	2133
mberganza@mathtouch.com	3	Doptaninin Holdings Inc	Wintanax	conventional	1	1	0	2134
lryser@faxquote.com	3	Doptanonantor WorldWide	Klitinistor	conventional	0	0	1	2135
lfrancescon@golddex.com	3	Doptanonantor WorldWide	Winsipexex	convection	0	1	1	2136
ejulia@ontomedia.com	3	Dopvenonazz WorldWide	Parquestar	convection	0	1	0	2137
lvonasek@singletechno.com	3	Dopvenonazz WorldWide	Partinover	conventional	1	0	0	2138
ckiel@sunnamplex.com	3	Dopvenonazz WorldWide	Retumamentor	conventional	1	1	0	2140
owolfgramm@donware.com	3	Dopvenonazz WorldWide	Winnipilover	conventional	0	1	1	2142
aloader@statholdings.com	3	Embanicower Holdings	Doptumadower	conventional	1	0	0	2143
ckiel@isdom.com	3	Embanicower Holdings	Lomtinex	conventional	0	1	0	2145
tkeetch@hottechi.com	3	Embanicower Holdings	Monbanicator	conventional	0	1	0	2146
hvinning@singletechno.com	3	Embanicower Holdings	Partinover	conventional	1	0	0	2147
njayson@y-corporation.com	3	Empickadin	Adrobollor	conventional	0	0	1	2148
xlizama@sumace.com	3	Empickadin	Supsapan	conventional	0	1	1	2150
cspickerman@ontomedia.com	3	Empickadin	Unsapex	convection	1	0	0	2151
jwenner@hatfan.com	3	Empickopentor Holdings	Barweramantor	conventional	0	1	0	2152
rchaffins@condax.com	3	Empickopentor Holdings	Kliwerommistor	conventional	0	1	0	2153
gbayless@golddex.com	3	Empickopentor Holdings	Parjubollor	convection	0	1	0	2154
amaisto@ontomedia.com	3	Empickopentor Holdings	Suptanedgentor	conventional	0	1	1	2156
xgesick@rundofase.com	3	Empickopentor Holdings	Winjubexentor	conventional	0	0	1	2157
esawchuk@golddex.com	3	Emtanor International Corp.	Barweramantor	conventional	0	0	1	2159
mmatuszak@rundofase.com	3	Emtanor International Corp.	Ciperimar	conventional	1	1	1	2160
ghauenstein@sonron.com	3	Emtanor International Corp.	Dopdimanax	conventional	0	1	0	2161
xwide@bioplex.com	3	Emtanor International Corp.	Partinicantor	conventional	1	0	1	2163
cspringe@scottech.com	3	Emtanor International Corp.	Tipquestistor	convection	1	0	0	2164
tnabours@gogozoom.com	3	Emtanor International Corp.	Trukilantor	conventional	0	1	0	2165
rfortino@lexiqvolax.com	3	Emtanor International Corp.	Winjubexentor	conventional	0	0	1	2166
bdemesa@conecom.com	3	Emtumax Direct Inc	Barweramantor	conventional	0	0	1	2167
groyster@mathtouch.com	3	Emtumax Direct Inc	Monwericower	convection	0	0	1	2169
kgotter@dontechi.com	3	Emtumax Direct Inc	Surpickewentor	conventional	0	1	0	2171
lcomnick@plexzap.com	3	Emtumax Direct Inc	Survenin	convection	0	1	0	2172
kbenimadho@bioholding.com	3	Emtumax Direct Inc	Thrumunonax	convection	1	1	0	2173
cmondella@stanredtax.com	3	Emwerpentor Direct Corp.	Supdimonentor	conventional	0	1	0	2176
kdopico@stanredtax.com	3	Emwerpentor Direct Corp.	Upmunantor	conventional	1	1	0	2177
ofigeroa@finhigh.com	3	Endcadan	Gropickicator	convection	1	0	1	2178
lrhoden@ganjaflex.com	3	Endcadan	Klitanicator	conventional	1	1	0	2179
rjuvera@j-texon.com	3	Endcadan	Retumamentor	conventional	0	1	0	2180
hyori@green-plus.com	3	Endglibupentor Holdings Group	Adpickinazz	conventional	0	1	0	2182
cjuhas@dambase.com	3	Endglibupentor Holdings Group	Endzapinicator	convection	1	1	1	2183
meschberger@openlane.com	3	Endglibupentor Holdings Group	Frorobistor	conventional	1	0	0	2184
charabedian@faxquote.com	3	Endglibupentor Holdings Group	Mondudax	conventional	0	1	0	2185
ggrenet@year-job.com	3	Endglibupentor Holdings Group	Supvenar	convection	1	0	0	2186
bgoldammer@doncon.com	3	Endglibupentor Holdings Group	Surtinover	conventional	1	1	1	2187
mtoyama@zoomit.com	3	Endglibupentor Holdings Group	Zeesipicator	conventional	1	0	0	2189
yblackwood@finhigh.com	3	Endhupopor International	Rapwerex	conventional	1	0	1	2191
cschoeneck@zoomit.com	3	Endhupopor International	Supericator	conventional	0	1	0	2192
jdegroot@dontechi.com	3	Endhupopor International	Upbanazz	convection	1	1	1	2193
lmeteer@opentech.com	3	Endhupopor International	Varsapanin	conventional	1	0	0	2194
sparvis@bioplex.com	3	Endhupopor International	Winjubexentor	convection	0	1	1	2195
dheimann@donware.com	3	Endjubor Holdings Corp.	Adfropax	conventional	0	1	0	2196
jbrideau@hottechi.com	3	Endjubor Holdings Corp.	Advenover	conventional	0	1	0	2197
dhoffis@yearin.com	3	Endjubor Holdings Corp.	Cipfropexex	conventional	1	1	0	2198
jtheodorov@donquadtech.com	3	Endjubor Holdings Corp.	Supwerpover	convection	0	1	0	2199
sjayson@zoomit.com	3	Endjubor Holdings Corp.	Tuprobedan	conventional	1	0	1	2200
aaredondo@rangreen.com	3	Endtinan	Qwitumewar	conventional	1	0	0	2203
lpaskin@dambase.com	3	Endtumin	Monsipommistor	conventional	0	1	1	2206
rsuffield@year-job.com	3	Endtumin	Supsapan	conventional	1	0	0	2207
jgillian@xx-zobam.com	3	Endzapimistor	Monglibepar	conventional	0	1	1	2209
csmith@hottechi.com	3	Endzapimistor	Supfropantor	conventional	0	0	1	2210
mfeichtner@j-texon.com	3	Endzapimistor	Suptanedgentor	convection	0	1	0	2211
lstrassner@streethex.com	3	Endzapimistor	Tupdimantor	conventional	1	0	0	2212
fspickerman@j-texon.com	3	Endzapimistor	Upmunantor	conventional	1	0	1	2213
bchesterfield@newex.com	3	Endzapimistor	Wincadamistor	convection	1	1	0	2214
mlorens@j-texon.com	3	Endzapimistor	Zeedimin	convection	1	1	0	2215
khoa@lexiqvolax.com	3	Frodudollazz  Corp.	Parrobor	conventional	1	0	1	2218
pklusman@zumgoity.com	3	Frodudollazz  Corp.	Partinicantor	convection	1	0	1	2219
tweglarz@sunnamplex.com	3	Frodudollazz  Corp.	Rapdimepax	convection	1	1	1	2220
amelnyk@opentech.com	3	Frodudollazz  Corp.	Supbanantor	conventional	1	0	0	2222
gwenner@conecom.com	3	Frodudollazz  Corp.	Uncadax	conventional	0	0	1	2223
tkines@kan-code.com	3	Frofropentor Holdings	Lompeban	conventional	0	0	1	2225
dcandlish@nam-zim.com	3	Frojubimicator WorldWide	Hapnipexower	conventional	1	1	0	2227
srim@y-corporation.com	3	Frojubimicator WorldWide	Hapzapistor	conventional	1	0	0	2228
jnicka@hatfan.com	3	Frojubimicator WorldWide	Monkilax	conventional	1	1	1	2229
dpalaia@donquadtech.com	3	Frojubimicator WorldWide	Rapsapower	conventional	1	0	0	2230
acanlas@ontomedia.com	3	Frojubimicator WorldWide	Thrurobimicator	conventional	0	1	1	2231
dpaprocki@sumace.com	3	Frojubimicator WorldWide	Zeedimower	conventional	1	0	0	2233
cmelnyk@singletechno.com	3	Fromunar WorldWide Group		convection	1	0	1	2234
keanes@conecom.com	3	Fromunar WorldWide Group	Dopnipefistor	conventional	1	1	1	2235
vfunnell@zencorporation.com	3	Fromunar WorldWide Group	Hapzapistor	conventional	0	1	1	2236
krochin@cancity.com	3	Fromunar WorldWide Group	Tupdimegantor	conventional	1	1	0	2237
jmeisel@hatfan.com	3	Fromunar WorldWide Group	Upsapedover	conventional	1	1	1	2238
gkolmetz@treequote.com	3	Froroban	Klidudplar	conventional	1	1	1	2239
hcentini@lexiqvolax.com	3	Froroban	Pardimedentor	conventional	1	0	0	2240
jlueckenbach@doncon.com	3	Froroban	Qwinipamex	conventional	0	0	1	2241
sflosi@dalttechnology.com	3	Froroban	Revenollan	conventional	1	0	1	2242
aryser@warephase.com	3	Froroban	Supericator	conventional	1	0	1	2243
lwalthall@betatech.com	3	Froroban	Surtinover	conventional	0	0	1	2244
blouissant@zumgoity.com	3	Froroban	Tuprobanantor	conventional	1	1	0	2245
mswayze@nam-zim.com	3	Grohupefantor International Company	Adpickinazz	conventional	1	0	0	2248
mstockham@ganjaflex.com	3	Grohupefantor International Company	Haptanupantor	conventional	1	1	0	2249
edorshorst@nam-zim.com	3	Grohupefantor International Company	Mondudexin	conventional	1	1	1	2250
tsimilton@blackzim.com	3	Grojubinentor Direct Group	Hapnipexower	conventional	0	1	1	2251
emai@newex.com	3	Grojubinentor Direct Group	Lomfroponex	conventional	0	0	1	2252
esetter@mathtouch.com	3	Grojubinentor Direct Group	Surtinover	conventional	1	0	1	2253
kkannady@sonron.com	3	Grojubinentor Direct Group	Tipbanommax	conventional	1	1	0	2254
ppolidori@openlane.com	3	Grojubinentor Direct Group	Unsapex	conventional	1	1	0	2255
fdorshorst@ron-tech.com	3	Grokilower Direct Group		convection	1	1	0	2256
cmalet@lexiqvolax.com	3	Grokilower Direct Group	Monzapazz	conventional	0	1	0	2257
tdiestel@zathunicon.com	3	Grokilower Direct Group	Tipsapover	conventional	1	0	1	2258
mgreenbush@warephase.com	3	Grosapantor Direct	Barweramantor	convection	0	1	1	2259
semard@inity.com	3	Grosapantor Direct	Dopdimanax	conventional	1	0	1	2261
froyster@opentech.com	3	Grosapantor Direct	Lomerplantor	conventional	0	1	1	2262
dbitsuie@betatech.com	3	Grosapantor Direct	Mondudax	conventional	0	1	0	2263
kmeteer@finhigh.com	3	Grosapantor Direct	Tupdimegantor	conventional	0	0	1	2265
fmiceli@streethex.com	3	Grosipover Direct		conventional	0	0	1	2267
rcolla@goodsilron.com	3	Grotumentor International	Mondimewan	convection	0	1	1	2269
tpalaspas@plexzap.com	3	Grotumentor International	Parquestar	convection	1	1	1	2270
rgood@funholding.com	3	Grotumentor International	Parrobazz	conventional	0	0	1	2271
ocorrio@ganjaflex.com	3	Grotumentor International	Upmunantor	conventional	0	1	0	2272
jankeny@singletechno.com	3	Growerpicator Holdings	Rapsapower	conventional	0	0	1	2273
acryer@konmatfix.com	3	Growerpicator Holdings	Rapsipower	conventional	1	1	1	2274
lbruschke@zoomit.com	3	Growerpicator Holdings	Zeesipicator	conventional	0	1	0	2275
sdhamer@statholdings.com	3	Haphupazz Direct	Rewerpower	conventional	1	1	0	2276
cdaufeldt@konmatfix.com	3	Haphupazz Direct	Varrobeficator	conventional	1	0	0	2277
cnicka@kan-code.com	3	Haphupazz Direct	Varsapanin	convection	0	1	0	2278
emotley@betasoloin.com	3	Happebantor	Moncadistor	convection	1	1	1	2279
lrantanen@stanredtax.com	3	Hapquestover Direct	Endwerpistor	convection	0	1	0	2281
ibuzick@goodsilron.com	3	Hapquestover Direct	Fropickaman	convection	1	1	1	2282
logg@kan-code.com	3	Hapquestover Direct	Intinower	conventional	0	0	1	2283
mcorrington@lexiqvolax.com	3	Hapquestover Direct	Parrobor	convection	1	0	0	2284
jkownacki@year-job.com	3	Hapquestover Direct	Rapdimepax	convection	1	0	1	2285
ahughey@lexiqvolax.com	3	Hapquestover Direct	Rapsapower	convection	1	1	0	2286
lwieser@dambase.com	3	Hapquestover Direct	Supericator	conventional	1	0	1	2287
ahalter@sunnamplex.com	3	Hapquestover Direct	Surpickewentor	conventional	0	0	1	2288
jdiestel@mathtouch.com	3	Hapquestover Direct	Trukilantor	convection	0	1	1	2289
mwitten@xx-zobam.com	3	Hapquestover Direct	Wincadamistor	conventional	0	0	1	2291
dkannady@bioholding.com	3	Haprobicator		convection	0	1	0	2292
hmeteer@rantouch.com	3	Haprobicator	Cipzapar	convection	0	0	1	2293
khauenstein@sunnamplex.com	3	Haprobicator	Klidudplar	conventional	1	1	1	2294
frodefer@rantouch.com	3	Haprobicator	Monroban	convection	1	0	1	2295
esergi@xx-holding.com	3	Haprobicator	Varhupan	convection	1	1	1	2297
swenzinger@golddex.com	3	Haptanepin	Rapdimepax	convection	1	0	0	2299
ahanafan@zumgoity.com	3	Haptumor Holdings Corp.	Barwerpilistor	convection	0	0	1	2301
dturinetti@finjob.com	3	Haptumor Holdings Corp.	Lomerplantor	conventional	1	0	1	2302
fchavous@fasehatice.com	3	Haptumor Holdings Corp.	Partinicantor	convection	0	0	1	2304
lcousey@lexiqvolax.com	3	Haptumor Holdings Corp.	Upbanazz	conventional	0	0	1	2305
sbourbon@rundofase.com	3	Hapvenicator Direct	Barmunedex	conventional	1	0	0	2306
balbares@gogozoom.com	3	Hapvenicator Direct	Endwerpinicator	conventional	1	1	0	2307
psuffield@stanredtax.com	3	Hapvenicator Direct	Lomerplantor	conventional	1	0	1	2308
lbartolet@faxquote.com	3	Hapvenicator Direct	Monkilax	conventional	0	1	0	2309
awesterbeck@groovestreet.com	3	Hapvenicator Direct	Qwitumar	conventional	1	1	0	2310
crulapaugh@donquadtech.com	3	Hapweristor Holdings Corp.	Infroponar	conventional	0	1	0	2314
jcomnick@bioholding.com	3	Hapweristor Holdings Corp.	Infroponar	conventional	1	0	0	2315
skohnert@green-plus.com	3	Hapweristor Holdings Corp.	Mondudexin	convection	0	0	1	2316
kslusarski@labdrill.com	3	Hapweristor Holdings Corp.	Parglibover	convection	1	0	1	2317
dsengbusch@doncon.com	3	Hapweristor Holdings Corp.	Upglibicator	conventional	1	1	1	2318
bventura@y-corporation.com	3	Inglibentor WorldWide	Endsipistor	convection	1	1	0	2319
druta@newex.com	3	Inglibentor WorldWide	Haptumar	conventional	0	1	1	2320
odegroot@conecom.com	3	Inglibentor WorldWide	Trujubex	conventional	1	0	0	2321
nlimmel@ontomedia.com	3	Inmunplantor	Adpickinazz	conventional	0	0	1	2322
